id,created_at,urgency,type,description,summary
P7DMF7H,2021-05-01 04:23:25 UTC,low,incident,INC3824107:PDE2710120:DB2WOC008:WARNING:dr-dev1-dense:storagedensempp:Wolverine is recovering,[#41685144] INC3824107:PDE2710120:DB2WOC008:WARNING:dr-dev1-dense:storagedensempp:Wolverine is recovering
PC60CBY,2021-05-01 04:23:26 UTC,high,incident,CONSUL: [[ dockercore01 ]] / [[ hierarchical-alert-grouping-aiopsnetwork ]] is [[ critical ]],[#41685145] CONSUL: [[ dockercore01 ]] / [[ hierarchical-alert-grouping-aiopsnetwork ]] is [[ critical ]]
PI1ZRM7,2021-05-01 04:23:27 UTC,high,incident,INC3838134:PDE2796100:[prod_us-south] [Logrouter] Failure to push to COS is Triggered,[#41685146] INC3838134:PDE2796100:[prod_us-south] [Logrouter] Failure to push to COS is Triggered
PZT01TQ,2021-05-01 04:23:31 UTC,low,incident,mainBluemixArmadaYS0 is unstable / failed - See Build 3167 for details - https://openwhisk-jenkins.swg-devops.com/job/mainBluemixYS0Armada/3167/,[#41685147] mainBluemixArmadaYS0 is unstable / failed - See Build 3167 for details - https://openwhisk-jenkins.swg-devops.com/job/mainBluemixYS0Armada/3167/
PKVC9MW,2021-05-01 04:23:33 UTC,high,incident,[Kubernetes]: Liveness probe failed is Triggered on kubernetes.pod.name = sos-tools-66659fbfc7-7489q,[#41685149] [Kubernetes]: Liveness probe failed is Triggered on kubernetes.pod.name = sos-tools-66659fbfc7-7489q
PPUQOGS,2021-05-01 04:23:33 UTC,high,incident,UNKNOWN: 'Pod status' on 't4205-icp-master01',[#41685148] UNKNOWN: 'Pod status' on 't4205-icp-master01'
P3IDLNY,2021-05-01 04:23:35 UTC,low,incident,bluemix.containers-kubernetes.prod-syd01-carrier100.pod_in_pending_state.au-syd,[#41685151] bluemix.containers-kubernetes.prod-syd01-carrier100.pod_in_pending_state.au-syd
PRDB0RB,2021-05-01 04:23:35 UTC,high,incident,INC3401141:PDE2447102:ATF R-IN16-Normal_PotentialCIE_Resolve test,[#41685150] INC3401141:PDE2447102:ATF R-IN16-Normal_PotentialCIE_Resolve test
PIU6EGQ,2021-05-01 04:23:36 UTC,low,incident,bluemix.containers-kubernetes.prod-dal13-carrier7.pod_in_pending_state.us-south,[#41685152] bluemix.containers-kubernetes.prod-dal13-carrier7.pod_in_pending_state.us-south
P6WTPK7,2021-05-01 04:24:05 UTC,high,incident,Lenovo DCG Call:[1] 018RN50 For JPMC Logged: 20210430130800+0000 Model: SN:J11HXFN please check the TAT and adjust if needed (5),[#41685154] Lenovo DCG Call:[1] 018RN50 For JPMC Logged: 20210430130800+0000 Model: SN:J11HXFN please check the TAT and adjust if needed (5)
P62DQN8,2021-05-01 04:24:12 UTC,high,incident,INC3838135:PDE2796101:DB2OC000:fire:db2-icd-prod-au-syd-db-eecmx:81c79fd1c38b412992b6b123789a6006:84104b7b-52f3-405e-8c86-914a0c896b68:uptime-app:http://ibm.biz/Db2oCUptime,[#41685155] INC3838135:PDE2796101:DB2OC000:fire:db2-icd-prod-au-syd-db-eecmx:81c79fd1c38b412992b6b123789a6006:84104b7b-52f3-405e-8c86-914a0c896b68:uptime-app:http://ibm.biz/Db2oCUptime
PFBHGMW,2021-05-01 04:24:15 UTC,high,incident,INC3824108:PDE2710121:R-IN13_Audience,[#41685156] INC3824108:PDE2710121:R-IN13_Audience
P6NVWCO,2021-05-01 04:24:16 UTC,low,incident,"Job failed!
ID: b08da920-aa33-11eb-bc3a-e7bd7a41a204
Name: update playbook run for namespace hase-pipeline-medium in cluster flex-cdsdev-lon04-db2bm-dev1
Description: update playbook run for namespace hase-pipeline-medium in cluster flex-cdsdev-lon04-db2bm-dev1
- <fcc-db2whoc-staging-eu-gb.services.dal.bluemix.net| Flex Control Center>","[#41685157] Job failed!
ID: b08da920-aa33-11eb-bc3a-e7bd7a41a204
Name: update playbook run for namespace hase-pipeline-medium in cluster flex-cdsdev-lon04-db2bm-dev1
Description: update playbook run for namespace hase-pipeline-medium in cluster flex-cdsdev-lon04-db2bm-dev1
- <fcc-db2whoc-staging-eu-gb.services.dal.bluemix.net| Flex Control Center>"
PKS8QY4,2021-05-01 04:24:26 UTC,low,incident,[Data Exhaust] [stgwat-us-south-mzr-cruiser6] Deployments with no available Pods is Triggered on kubernetes.deployment.name = wire-premium-test-stg-de-es-retry-consumer,[#41685158] [Data Exhaust] [stgwat-us-south-mzr-cruiser6] Deployments with no available Pods is Triggered on kubernetes.deployment.name = wire-premium-test-stg-de-es-retry-consumer
PD6ZP6R,2021-05-01 04:24:26 UTC,high,incident,INC3401142:PDE2447103:ATF R-IN16-Normal_PotentialCIE_Resolve test,[#41685159] INC3401142:PDE2447103:ATF R-IN16-Normal_PotentialCIE_Resolve test
PFREQLH,2021-05-01 04:24:38 UTC,low,incident,bluemix.containers-kubernetes.prod-fra02-carrier2.az_fra04_has_node_10.75.74.194_reaching_capacity_over_90.eu-de,[#41685161] bluemix.containers-kubernetes.prod-fra02-carrier2.az_fra04_has_node_10.75.74.194_reaching_capacity_over_90.eu-de
